hole_card_1,hole_card_2,board_card_1,board_card_2,board_card_3,board_card_4,board_card_5,street,num_opponents,win_pct,tie_pct,loss_pct
Ah,5d,Jc,6h,6s,Ac,Ad,5,2,91.8,7.0,1.2
7c,5h,8h,Ac,Qs,,,3,5,3.0,0.4,96.6
Tc,9s,Qh,3c,9c,,,3,7,16.0,3.4,80.6
9c,Th,5d,9s,9d,3h,5s,5,2,90.4,9.4,0.2
6s,Th,4h,3h,9d,Jh,Qc,5,4,0.0,0.0,100.0
Ad,4h,,,,,,0,5,16.8,4.8,78.4
Ts,3s,Kh,Kd,Td,Th,Qh,5,3,64.6,9.4,26.0
6c,8c,,,,,,0,6,17.8,4.2,78.0
3d,Jh,Qc,As,7c,,,3,1,34.6,5.2,60.2
As,Qd,,,,,,0,1,63.6,1.6,34.8
Th,4s,7s,Kc,8s,,,3,5,4.6,2.6,92.8
Ks,5h,2d,Qh,Th,8s,Ts,5,2,7.4,4.2,88.4
3d,9c,,,,,,0,5,8.2,3.0,88.8
Jh,5s,7s,Td,2s,,,3,5,6.8,0.8,92.4
6s,2h,Td,4c,5h,,,3,4,14.8,1.6,83.6
Th,9h,,,,,,0,3,28.6,3.6,67.8
6d,4c,Tc,3h,Jc,5c,,4,8,8.0,0.8,91.2
5s,2h,4h,9c,5d,Qs,6c,5,2,23.6,1.2,75.2
4d,2d,6s,Td,Ad,,,3,3,32.8,1.0,66.2
4s,8c,3h,2h,2d,,,3,1,21.8,5.2,73.0
5h,3s,Ah,6s,6d,Js,,4,2,4.0,9.8,86.2
9c,6c,Kc,8s,7d,Qs,5d,5,7,93.4,6.6,0.0
2h,Qc,,,,,,0,6,11.0,1.4,87.6
Qs,Ts,,,,,,0,5,25.2,3.8,71.0
7c,6d,Js,3h,Ac,6h,,4,3,22.6,3.2,74.2
6d,Kd,,,,,,0,5,18.8,3.8,77.4
2c,3s,2d,8d,7s,,,3,8,9.0,1.0,90.0
8d,4c,,,,,,0,2,23.6,4.4,72.0
9h,Ac,Tc,As,Jc,9c,5h,5,8,41.4,1.6,57.0
7s,9h,6s,Kc,Js,4d,Jd,5,4,0.2,0.0,99.8
7c,As,4c,5d,2d,,,3,2,26.6,4.0,69.4
Kc,2h,5h,Ts,4d,,,3,4,7.6,2.2,90.2
4d,9d,,,,,,0,8,11.2,2.0,86.8
5d,Tc,6c,Ah,As,Kh,,4,1,28.2,7.8,64.0
7c,Ad,5c,Kd,Kc,Ks,,4,2,34.8,15.8,49.4
Td,7s,9c,Js,8d,Ts,,4,1,62.0,21.8,16.2
Th,6h,Js,4h,6c,Jc,3c,5,7,11.0,0.2,88.8
4d,As,5c,Ts,2s,,,3,6,20.4,2.2,77.4
8d,9c,5d,2c,9h,7c,9s,5,8,64.6,2.0,33.4
2d,Kc,,,,,,0,8,8.0,1.6,90.4
5h,3c,,,,,,0,8,7.8,1.2,91.0
Jh,5h,,,,,,0,5,12.8,2.6,84.6
3d,8d,Qh,Kh,5c,2d,,4,6,0.2,0.0,99.8
2d,Ac,4d,5c,4c,4h,,4,3,19.0,10.4,70.6
Qh,6d,9h,Qd,8d,9c,6h,5,1,79.0,3.6,17.4
2d,6c,,,,,,0,7,5.0,1.4,93.6
3d,Jd,7h,3c,5h,7s,3s,5,4,55.6,14.0,30.4
9h,Kc,2d,3h,Jc,,,3,4,14.0,0.8,85.2
5c,Ah,Ts,9s,Jc,,,3,7,1.6,2.2,96.2
Kd,5c,4h,8d,9d,9s,,4,2,16.2,3.0,80.8
7s,6s,,,,,,0,5,17.2,2.2,80.6
5c,8h,,,,,,0,7,8.4,2.6,89.0
Ad,6s,3s,Ac,8h,,,3,1,82.6,2.4,15.0
6h,Ts,As,Js,Ad,3c,8h,5,6,0.0,0.0,100.0
Qd,Ts,4c,9h,2s,8c,4d,5,7,0.0,0.0,100.0
Kd,Qs,4s,Th,Tc,,,3,3,25.6,3.4,71.0
5c,Ks,3c,3h,Kd,2s,,4,1,82.4,3.2,14.4
Kc,9h,3d,8h,7s,Js,Ts,5,8,15.8,43.0,41.2
3h,7h,9c,Jd,Kh,Kd,,4,4,0.8,1.2,98.0
Jc,2s,Kd,Js,Qh,,,3,1,53.0,8.4,38.6
Td,As,2d,2c,8h,Qs,7d,5,5,2.0,0.0,98.0
7s,5c,8h,6d,Ah,Ac,,4,6,13.2,1.2,85.6
7h,Ks,9d,7c,Kd,,,3,6,46.4,4.2,49.4
Jd,5s,5h,Jh,Qh,7s,3d,5,5,55.8,1.6,42.6
Ac,Ah,Kd,7c,5c,5h,8d,5,4,56.0,0.2,43.8
2c,6d,Ks,9s,3s,,,3,3,3.8,2.0,94.2
2s,Ac,3s,9s,Ad,7d,6s,5,4,33.8,3.8,62.4
Ks,8h,5d,3c,9d,,,3,7,4.2,0.6,95.2
Ah,6c,,,,,,0,3,26.8,2.8,70.4
8c,3c,Kc,2d,3h,8h,Th,5,5,51.4,0.8,47.8
5h,2s,,,,,,0,8,5.8,3.0,91.2
3h,4s,Ah,Js,4c,Kh,Jc,5,2,30.2,8.4,61.4
4d,5s,9h,Ac,9d,2d,,4,2,8.8,4.2,87.0
Qs,Js,2c,2d,Qc,,,3,4,38.2,5.8,56.0
2s,4s,4d,9s,6h,,,3,1,58.2,2.2,39.6
4d,5d,Qc,As,Ac,,,3,1,12.0,18.0,70.0
Qs,6s,Kd,Jd,4c,3d,8h,5,6,0.0,0.0,100.0
5d,9h,Ac,5c,6d,Jc,4c,5,1,30.6,0.6,68.8
2h,8d,5d,9h,2s,Ad,,4,7,3.4,0.2,96.4
3h,2c,Tc,6c,8c,3c,6s,5,2,40.8,0.0,59.2
4c,5c,,,,,,0,5,12.4,2.0,85.6
8c,As,2h,3h,7s,5d,,4,1,40.4,1.2,58.4
Jc,Ah,Qc,3d,9d,Js,,4,2,60.0,0.8,39.2
Ac,8s,Tc,Td,4c,Kd,,4,8,1.2,1.8,97.0
Qd,Kh,5d,7c,8s,3d,,4,6,4.4,0.2,95.4
Ts,7c,5d,As,2h,6d,3h,5,4,0.0,0.0,100.0
Jd,7c,Ah,6d,9c,5h,,4,8,2.0,5.8,92.2
Ks,8d,8s,Kc,3h,,,3,5,78.2,1.0,20.8
8c,Jh,9d,8d,4s,2s,,4,1,69.0,0.8,30.2
3d,5c,2s,5h,Th,6s,,4,1,55.6,3.4,41.0
6d,5c,Ad,5d,6s,3s,,4,1,80.4,1.6,18.0
9c,6c,,,,,,0,2,29.6,2.6,67.8
4h,9h,Jd,Kd,8c,5h,,4,7,0.2,0.2,99.6
5c,Jc,4h,Jd,Kc,,,3,3,45.8,5.8,48.4
8s,3d,Js,Qd,2d,,,3,7,0.8,0.2,99.0
8h,Js,Ks,6h,3s,,,3,2,17.4,2.2,80.4
Jh,7h,5d,Td,4c,,,3,5,7.2,2.0,90.8
3s,Ks,7s,6s,7d,,,3,5,29.4,2.6,68.0
Ac,Ah,5h,Td,2d,,,3,1,85.6,0.0,14.4
9d,5h,,,,,,0,3,17.6,2.6,79.8
Kh,4c,5d,Js,9h,Th,,4,7,3.2,4.4,92.4
Jh,Qc,9c,6c,As,Ah,4s,5,3,5.6,0.0,94.4
4s,5c,2d,Ac,3d,,,3,2,82.4,7.8,9.8
6d,6s,7d,As,Tc,9s,,4,2,26.6,0.6,72.8
8c,Jd,Tc,Kh,3c,8d,5d,5,7,6.2,0.6,93.2
Tc,4d,2c,Jc,4h,,,3,5,16.4,1.2,82.4
Ad,Qh,5h,Jh,5c,9h,,4,8,7.8,0.6,91.6
8s,7d,Th,7s,As,3c,,4,5,13.8,2.0,84.2
Jd,8s,Td,3h,6d,3s,Ah,5,6,0.0,0.0,100.0
6h,Tc,,,,,,0,8,7.8,3.0,89.2
Qd,5h,,,,,,0,5,13.0,4.8,82.2
Qc,5s,,,,,,0,1,50.0,3.8,46.2
3d,7c,5c,Ac,As,,,3,1,22.4,7.0,70.6
7c,Jc,8s,Js,2c,Qd,,4,1,70.4,2.2,27.4
As,5h,Jh,5s,7c,,,3,6,17.0,0.8,82.2
Kd,4c,Qc,Jd,7h,,,3,3,14.2,4.0,81.8
Ts,5d,7h,Td,3c,Th,4h,5,5,50.4,1.4,48.2
3h,9s,2h,2s,8c,,,3,5,3.0,1.8,95.2
9s,2h,Jh,Ts,3c,4s,,4,5,0.4,0.2,99.4
8d,2c,Qs,Ah,Kc,,,3,6,1.0,2.2,96.8
Ks,5h,5d,6s,4s,,,3,7,11.4,2.0,86.6
Jd,5s,7d,2s,Qd,9c,7c,5,2,5.2,3.2,91.6
Js,Kd,6h,Qc,Td,,,3,7,28.6,5.0,66.4
Td,Kc,Jh,Js,6s,6d,,4,6,3.2,8.0,88.8
Kh,4d,5s,Qh,4c,5c,6h,5,6,2.0,0.2,97.8
Ts,9h,Tc,Qd,4h,,,3,6,21.4,3.8,74.8
3s,Jh,,,,,,0,3,18.6,4.2,77.2
Jc,8h,,,,,,0,5,17.0,3.4,79.6
6c,Jd,2d,Jh,Kc,Ks,,4,1,81.8,2.6,15.6
9s,8h,,,,,,0,1,43.8,4.2,52.0
Js,8c,7h,Tc,Ah,Qh,2c,5,5,0.0,0.0,100.0
7s,5d,5h,9h,4d,,,3,2,40.2,2.2,57.6
Ah,3s,,,,,,0,6,14.2,3.0,82.8
3s,2d,Qs,4s,7d,,,3,5,3.0,0.2,96.8
Qs,2s,Kd,Ac,2d,Jd,Jc,5,4,4.8,3.2,92.0
8h,4h,2h,Td,8d,,,3,6,12.0,2.0,86.0
6c,8d,,,,,,0,2,24.8,3.0,72.2
Ks,6s,8c,Jc,As,,,3,3,13.4,2.6,84.0
Qs,Jc,,,,,,0,3,31.4,2.6,66.0
8h,Js,,,,,,0,4,21.6,1.0,77.4
Tc,Qs,3s,Kd,6s,,,3,1,40.8,2.6,56.6
Jd,Qs,2h,3c,6d,4d,,4,8,0.6,1.2,98.2
Qc,6h,6d,Ad,Jc,,,3,1,62.8,1.8,35.4
Jh,2h,Qc,Td,8c,Js,3h,5,8,0.2,0.0,99.8
4c,Qs,6c,9d,3h,2s,,4,7,2.8,5.4,91.8
8s,2s,3d,Th,5h,,,3,7,1.2,0.4,98.4
Jc,As,Ah,9s,Ks,,,3,5,49.2,8.8,42.0
Qc,Jd,,,,,,0,4,23.2,2.0,74.8
As,9s,Ah,Jd,5d,4s,,4,7,25.2,3.4,71.4
Ah,4d,Jd,5s,4h,4s,,4,1,93.0,1.0,6.0
6c,8d,,,,,,0,4,15.6,1.4,83.0
5c,2h,9c,7s,Kh,7c,,4,5,0.0,1.0,99.0
Ah,2d,Th,8s,4d,,,3,6,5.6,1.6,92.8
2c,7c,4c,6c,Qc,,,3,2,77.0,0.0,23.0
5d,6s,,,,,,0,5,11.6,1.6,86.8
Qc,5d,2c,3d,Jc,6c,,4,8,11.0,4.0,85.0
8c,5h,,,,,,0,2,22.4,3.6,74.0
6c,5d,,,,,,0,6,10.8,2.2,87.0
As,Jc,2d,8d,Ad,6s,,4,4,39.4,0.6,60.0
4h,4s,5d,6d,Qc,,,3,5,5.6,1.0,93.4
Tc,2d,Qs,8h,4d,2h,,4,6,8.6,0.4,91.0
Kd,As,5c,4s,7c,Qs,,4,2,16.2,0.6,83.2
Ad,8h,,,,,,0,6,17.0,4.0,79.0
8d,4s,,,,,,0,2,21.2,3.8,75.0
4h,6h,2c,7h,6d,6c,9h,5,4,71.0,2.4,26.6
Tc,5d,4h,3c,7c,6c,,4,1,78.6,10.8,10.6
6h,7h,4s,Jh,9d,8c,,4,5,6.4,2.4,91.2
Ac,Qd,9h,3d,9s,Ts,,4,3,18.6,3.4,78.0
Qd,Ad,9d,Qs,6s,7s,,4,4,31.8,1.6,66.6
Jc,Kd,9h,6c,Ah,,,3,6,6.0,0.6,93.4
5s,8d,4c,4d,Qd,,,3,4,6.8,2.0,91.2
3h,Tc,Kh,Kc,4s,,,3,8,1.8,0.6,97.6
Ts,8c,Ac,Ad,6c,9d,Qd,5,7,0.0,0.0,100.0
4c,Ah,Qc,8d,3s,Kc,Td,5,6,0.0,0.0,100.0
6c,7d,4c,2s,Th,8d,6d,5,4,12.0,0.6,87.4
8s,9h,Ts,7c,3s,5h,,4,1,34.6,0.4,65.0
Td,Jd,,,,,,0,8,16.2,2.8,81.0
9h,8d,8c,9s,2s,9c,,4,8,93.6,4.4,2.0
2s,6s,,,,,,0,7,9.8,1.8,88.4
7d,7h,3h,4h,6c,9d,,4,8,8.0,4.2,87.8
7h,Ah,3s,9s,3c,,,3,7,3.2,1.6,95.2
5s,Js,Kc,9h,Jh,Ts,8c,5,6,0.2,0.4,99.4
Qd,8c,,,,,,0,4,19.2,1.4,79.4
5h,2h,,,,,,0,7,11.4,3.0,85.6
6h,Ac,7d,Jc,Jh,Ks,9c,5,3,6.2,3.0,90.8
Ad,Qc,7c,Ks,As,2s,3c,5,6,33.0,1.4,65.6
Ac,3d,,,,,,0,2,37.4,3.4,59.2
Ac,2c,7d,7c,Kh,3d,,4,2,23.8,6.0,70.2
3d,8h,,,,,,0,8,5.0,1.4,93.6
Th,8h,Ts,Qh,7c,,,3,7,18.6,3.2,78.2
9c,Jd,6s,6c,Td,Js,Ad,5,5,14.2,9.0,76.8
2c,Ks,4d,7s,5s,,,3,1,32.2,4.2,63.6
9h,8c,,,,,,0,8,10.0,2.6,87.4
Tc,Ks,2s,6s,8h,Ad,8s,5,2,21.0,0.6,78.4
4s,7d,2d,9d,3s,Qd,8s,5,2,0.0,0.0,100.0
8s,3s,,,,,,0,7,12.2,1.4,86.4
6c,2s,,,,,,0,4,9.4,3.0,87.6
Td,2c,7s,8c,Qh,Js,6d,5,7,0.0,0.0,100.0
4s,7h,,,,,,0,3,17.8,3.4,78.8
6s,Td,2c,2h,2s,,,3,5,5.4,8.4,86.2
5h,Td,9c,7h,Tc,2h,5c,5,4,64.8,0.4,34.8
7c,Ks,,,,,,0,2,35.4,3.2,61.4
5h,As,4h,Ad,Kd,4c,,4,1,79.8,5.4,14.8
5h,3d,4d,8s,Kd,Qs,Jc,5,6,0.0,0.0,100.0
6d,2c,Kh,Ts,3s,4d,,4,1,12.6,1.2,86.2
Ad,4s,,,,,,0,4,19.6,2.6,77.8
3h,2d,Kh,Tc,Qs,,,3,2,4.4,6.8,88.8
2d,Ac,Th,4s,3d,2h,Jc,5,6,1.0,0.0,99.0
7d,Qd,6s,7h,Jd,,,3,2,49.0,1.0,50.0
9d,9c,,,,,,0,4,29.0,1.2,69.8
Jd,6d,6s,Kd,8s,Kh,3d,5,3,39.4,1.0,59.6
7c,7h,,,,,,0,3,34.0,1.4,64.6
9h,Th,,,,,,0,5,16.6,3.0,80.4
Qc,6d,Th,9s,4c,,,3,6,3.8,1.6,94.6
9d,7h,,,,,,0,8,9.0,2.4,88.6
7h,6h,9c,5d,2s,Kh,Td,5,1,6.6,0.6,92.8
8c,Qh,Th,2d,3s,6c,,4,5,4.8,0.2,95.0
Qc,7d,8h,9s,Jh,5c,Tc,5,5,47.2,46.2,6.6
7s,Th,6s,2d,Js,Kh,Ts,5,7,2.2,0.2,97.6
9h,3s,2d,9s,6c,,,3,2,52.0,4.4,43.6
8c,4d,Kd,4c,6h,Kc,9c,5,2,27.0,4.8,68.2
Jd,Kc,9c,5h,3c,Jc,,4,6,40.0,2.2,57.8
8s,7s,Jh,Jc,6c,9h,Qh,5,7,0.0,0.0,100.0
Jh,9h,Ah,3d,Qd,2s,Qs,5,8,0.0,0.0,100.0
7c,2d,Kc,5d,As,5h,,4,5,0.6,3.2,96.2
6d,Qs,9h,4h,9c,4d,,4,1,30.0,24.0,46.0
Qd,Td,2s,Ts,Th,Ad,,4,3,83.4,4.0,12.6
3s,Kc,Qd,2d,8s,7s,Qh,5,1,33.0,5.4,61.6
Tc,Ah,4d,7h,Js,2d,Qc,5,5,0.4,0.0,99.6
9h,4d,,,,,,0,1,40.2,4.4,55.4
6h,8s,4s,5h,4d,Qh,,4,5,6.2,1.2,92.6
Kd,Js,3h,Kc,9c,5d,Qd,5,2,77.4,1.8,20.8
Ac,6s,2d,Qc,7d,,,3,6,2.4,1.8,95.8
Jc,9h,2h,Ah,9s,,,3,4,30.4,3.6,66.0
Tc,Kd,9c,Ks,6d,4s,6s,5,8,13.4,0.6,86.0
5c,6s,7s,Ah,4h,4s,,4,1,18.6,8.6,72.8
Qd,6d,,,,,,0,5,16.2,2.8,81.0
8c,3s,,,,,,0,5,9.2,2.6,88.2
7s,Js,Tc,Ac,6s,,,3,2,21.6,2.2,76.2
8d,7s,,,,,,0,7,10.0,4.0,86.0
Tc,5d,,,,,,0,1,44.8,2.8,52.4
8d,3d,2h,9d,Ts,6h,,4,5,4.4,3.4,92.2
2d,Ah,7c,8s,4d,8c,,4,4,4.4,4.0,91.6
Qd,Tc,,,,,,0,2,37.8,2.4,59.8
Th,Qs,2d,8s,Ad,5s,3s,5,8,0.0,0.0,100.0
6s,Qs,5h,Kd,Qc,6c,,4,6,53.8,1.8,44.4
8c,2s,,,,,,0,2,19.0,4.8,76.2
Ks,7h,Ac,Qs,Th,,,3,2,25.8,9.2,65.0
7s,Tc,,,,,,0,6,12.6,3.0,84.4
5c,5h,,,,,,0,5,19.8,1.4,78.8
6d,4d,Qc,Tc,5s,Qd,Kh,5,4,0.0,0.0,100.0
4d,Tc,,,,,,0,2,19.8,3.2,77.0
Qh,7h,8h,Kc,Qs,4d,6d,5,2,56.4,1.2,42.4
4h,9c,Td,7d,Th,2h,,4,3,5.8,0.6,93.6
9c,9h,,,,,,0,4,32.2,0.6,67.2
3d,Qc,Qd,6d,Ac,7h,3h,5,8,50.4,1.6,48.0
Th,3d,9c,2d,5h,Ts,As,5,3,35.2,3.2,61.6
Tc,Jd,,,,,,0,8,10.4,2.2,87.4
3c,8s,Kc,Kd,8c,,,3,8,6.6,4.8,88.6
3c,9h,Jc,9c,3d,6s,,4,8,37.6,1.4,61.0
9c,6d,,,,,,0,4,14.6,3.4,82.0
Ah,3c,Kc,4h,Ks,9d,4d,5,6,0.6,3.2,96.2
4d,7d,7c,As,Qd,,,3,4,18.8,5.2,76.0
Ac,7c,8c,4h,Ts,,,3,7,9.4,2.6,88.0
3s,3c,As,3d,Jd,Qs,Jc,5,1,97.4,0.0,2.6
Jc,Ks,2s,4c,8s,9d,,4,3,8.8,0.8,90.4
As,4d,8d,Jc,7c,Qc,4c,5,3,1.2,0.0,98.8
Th,3d,,,,,,0,8,5.0,2.2,92.8
2c,6h,,,,,,0,3,13.0,2.2,84.8
Qd,As,7c,Kh,Ks,,,3,3,27.0,5.6,67.4
Kc,2c,4c,8d,Ad,4d,3c,5,4,1.4,1.6,97.0
4c,5c,,,,,,0,1,40.8,6.2,53.0
8h,5d,4d,9c,Qd,Jh,Ad,5,2,2.0,1.8,96.2
9c,7d,Kd,7s,6d,3d,,4,4,20.8,1.0,78.2
6s,3h,Jc,Kh,Qs,,,3,5,1.6,1.4,97.0
9h,9c,,,,,,0,6,19.4,0.8,79.8
8c,Kd,,,,,,0,6,13.4,2.0,84.6
6s,Kh,Jh,5h,9h,3c,6h,5,6,73.0,0.0,27.0
8c,9c,9h,Ad,8h,7d,Js,5,2,52.4,0.4,47.2
3d,5d,Ks,7c,Qd,Kc,,4,4,1.0,1.0,98.0
Td,Ts,2h,As,5d,,,3,8,12.6,0.4,87.0
5h,9c,4h,Ac,3c,2c,3s,5,2,64.0,21.4,14.6
Js,2d,7d,Jc,7s,Td,,4,4,27.2,8.4,64.4
3c,Kh,Ks,Qc,9d,5d,,4,6,25.2,6.2,68.6
8s,9c,Qs,7h,Jc,,,3,2,22.4,2.6,75.0
8h,Ah,6s,8c,3c,As,9h,5,5,74.2,1.6,24.2
8s,3d,3s,5h,Kh,2s,,4,3,18.2,0.8,81.0
8c,Jd,3c,9c,5s,,,3,6,8.0,0.6,91.4
4h,Jc,,,,,,0,6,8.6,4.2,87.2
9h,5d,7d,6h,Kd,,,3,7,13.8,2.4,83.8
3h,6d,,,,,,0,5,8.4,2.6,89.0
Js,2c,6s,6c,8c,8d,,4,2,8.4,18.4,73.2
4c,3s,Jh,9h,Ad,,,3,8,1.6,0.0,98.4
Kc,Ts,9s,5h,Js,9d,Ad,5,3,6.8,5.6,87.6
9h,Kh,,,,,,0,4,26.0,2.4,71.6
4d,Ah,,,,,,0,2,36.0,3.6,60.4
Kd,Jc,Ks,8h,Ah,Ad,3c,5,2,78.6,1.4,20.0
Qd,3c,7c,7h,6s,,,3,3,10.2,3.6,86.2
9c,3h,Ts,4d,6c,Qc,6d,5,5,0.0,0.0,100.0
Jh,3s,Jd,Qh,5c,,,3,6,16.8,3.6,79.6
9d,Tc,,,,,,0,5,16.4,2.8,80.8
9c,Th,,,,,,0,6,15.8,2.8,81.4
2c,8d,6d,Qh,3s,,,3,4,2.0,1.0,97.0
9c,Ac,Qc,Qs,6c,,,3,4,38.4,4.4,57.2
9h,9c,7c,2c,Ah,,,3,3,38.4,0.2,61.4
8c,4s,,,,,,0,8,5.4,2.8,91.8
5s,Kd,9h,8h,6s,Qd,,4,5,3.2,2.4,94.4
9d,Tc,Kh,2s,Td,,,3,5,26.6,2.6,70.8
2h,3d,Ac,Td,4s,7h,,4,6,6.8,0.6,92.6
3c,6c,6s,2s,Qh,Kd,5s,5,3,16.8,2.0,81.2
Jd,Kc,Kd,Td,8s,7d,,4,8,23.6,3.4,73.0
Td,2d,6c,5h,Qd,8h,,4,1,14.0,2.2,83.8
Ks,3c,3s,Ts,Jc,,,3,7,15.6,3.0,81.4
7h,4s,,,,,,0,2,24.8,3.2,72.0
8c,5c,,,,,,0,6,12.4,2.2,85.4
9s,Td,Qh,3s,7d,Kd,2h,5,5,0.0,0.0,100.0
Qs,Tc,Ks,6c,6s,4d,Ac,5,1,45.0,9.2,45.8
7s,Ac,,,,,,0,7,7.8,2.0,90.2
Ah,7h,,,,,,0,8,13.4,3.0,83.6
5d,8s,Jh,5c,Jd,6s,,4,1,61.4,4.0,34.6
4h,3h,8h,5s,6d,7s,,4,4,14.8,25.4,59.8
6s,Qc,4d,9d,8c,7h,,4,2,18.2,4.8,77.0
Qc,Qh,,,,,,0,1,83.6,0.4,16.0
3s,Th,Kd,2c,5d,4d,Jd,5,8,0.0,0.0,100.0
Jd,9d,,,,,,0,5,20.8,2.6,76.6
7d,Qd,7c,5s,Jd,2s,Ad,5,5,11.8,0.8,87.4
Ac,8h,7d,6d,Qs,9h,,4,1,47.4,4.0,48.6
6c,Ks,,,,,,0,2,32.4,3.4,64.2
Qd,9d,,,,,,0,7,16.0,2.8,81.2
5c,3c,7d,Tc,4d,Kh,3s,5,2,13.8,1.8,84.4
Jc,6d,9s,8s,Ah,Tc,,4,2,16.8,7.0,76.2
Tc,2c,6s,8h,Th,,,3,2,47.4,4.0,48.6
Kc,Ah,,,,,,0,2,49.8,1.6,48.6
9d,5s,,,,,,0,2,24.8,3.4,71.8
7d,Ac,5h,Kd,2s,8h,,4,6,1.2,0.4,98.4
5h,Jd,3s,6h,7c,6c,,4,1,28.4,3.8,67.8
Jh,As,8h,2c,Tc,,,3,7,9.6,2.6,87.8
6d,Tc,Ad,7c,Qh,,,3,5,3.0,1.6,95.4
5d,Qc,9d,Jd,2d,8h,Ks,5,2,2.8,2.4,94.8
3c,6h,7c,Ts,6d,7s,Qd,5,6,1.6,2.2,96.2
Th,9h,8d,Qs,4c,4h,,4,2,16.6,3.0,80.4
8c,5d,,,,,,0,7,5.4,1.4,93.2
7s,Ah,3c,7d,Qc,Kh,,4,5,18.0,1.4,80.6
9h,7s,Kh,Qs,Ah,,,3,3,6.6,4.6,88.8
3c,Kd,9c,2c,5c,4s,2d,5,8,0.0,0.0,100.0
2h,Kh,Jd,7d,8h,5s,,4,6,0.8,0.0,99.2
Ac,As,,,,,,0,7,36.8,1.0,62.2
Kh,Jd,8s,As,Ks,,,3,3,33.4,3.4,63.2
7d,Th,Kh,4s,Jh,Qc,,4,1,38.4,7.4,54.2
8s,Tc,5c,Jc,3s,7h,,4,6,10.2,0.4,89.4
4h,Jc,2h,7h,8c,,,3,1,31.8,2.6,65.6
5d,2h,Ah,Qc,3d,4h,,4,2,91.8,4.2,4.0
8d,8s,Kc,Qc,Kd,6s,Js,5,8,0.6,0.0,99.4
Ad,4d,6d,Td,5s,,,3,3,41.0,1.4,57.6
9h,Ac,,,,,,0,2,41.8,2.0,56.2
Tc,Qc,,,,,,0,8,12.0,2.8,85.2
3s,Kh,Ad,8d,7s,8s,,4,1,41.2,9.4,49.4
2h,7s,,,,,,0,7,7.2,2.8,90.0
Ad,8s,Kd,Jh,2s,,,3,4,10.8,2.6,86.6
5d,2h,6c,6s,9c,8s,,4,5,1.8,1.8,96.4
4c,2h,3h,Ad,6h,4d,,4,3,17.4,4.0,78.6
2c,5d,Th,Qs,3c,Jd,4c,5,4,0.0,0.0,100.0
3s,5d,Qs,Kh,Ts,3d,,4,1,44.2,4.4,51.4
5s,Ac,4s,3c,9s,Kd,,4,2,24.2,1.4,74.4
Tc,3d,8d,Ah,7s,,,3,4,5.2,2.2,92.6
Jd,6d,2h,9s,4c,Ts,,4,8,0.8,0.0,99.2
5c,2h,3d,2c,3c,Td,,4,6,4.2,2.0,93.8
Jd,Ks,Kc,9h,8s,8d,6c,5,2,69.6,1.6,28.8
3h,5c,Th,5d,4s,,,3,3,26.0,4.2,69.8
Qd,Ks,7d,6s,8d,3s,2c,5,3,0.4,0.6,99.0
Jh,7c,8h,Kd,4h,,,3,3,11.4,3.0,85.6
2h,5c,Jd,Kh,4h,6c,Qc,5,4,0.0,0.0,100.0
Td,5h,5c,Kd,Qs,,,3,2,41.6,4.0,54.4
3c,Kc,9h,6c,Jh,,,3,6,4.6,2.2,93.2
8d,5d,,,,,,0,8,12.2,1.6,86.2
As,Ad,3h,Js,2h,5c,2d,5,8,31.4,0.0,68.6
Kh,9s,Ac,4d,3h,,,3,2,22.8,3.2,74.0
Jd,2h,Th,5c,9h,,,3,5,5.2,1.4,93.4
8c,Ts,As,9s,4d,Qh,Jh,5,5,88.4,4.8,6.8
4d,4h,,,,,,0,1,57.2,1.8,41.0
5d,9s,,,,,,0,6,10.6,2.0,87.4
Jd,Ah,Kc,6c,3c,8h,7c,5,4,0.0,0.0,100.0
2s,8s,,,,,,0,4,16.4,1.4,82.2
Kc,5s,Jd,Qd,9c,,,3,4,9.6,5.4,85.0
Td,Jc,2c,As,8d,,,3,5,7.4,0.8,91.8
Kh,5s,5c,7c,6s,9c,9s,5,1,42.2,0.0,57.8
2s,5h,Qs,6s,Kc,,,3,6,2.6,1.2,96.2
6d,7c,Jh,4h,As,Td,2c,5,4,0.0,0.0,100.0
7h,2s,,,,,,0,6,8.2,1.0,90.8
7h,Td,,,,,,0,1,46.0,4.6,49.4
Jh,Qh,9d,Qs,6c,,,3,3,57.2,2.6,40.2
3d,Ah,,,,,,0,5,11.4,3.6,85.0
7c,7d,,,,,,0,6,17.2,1.0,81.8
7d,4s,,,,,,0,6,8.6,3.6,87.8
Kh,Ac,Kc,Js,Jd,As,,4,6,41.4,2.4,56.2
Qs,Js,5h,2h,Td,2d,3s,5,5,0.0,0.0,100.0
7d,3s,2d,4c,Ks,,,3,4,4.8,1.0,94.2
7d,5c,,,,,,0,1,37.2,4.2,58.6
Tc,Qs,6h,3d,Ad,,,3,3,12.2,0.8,87.0
8s,4s,Th,Jh,Qs,4h,,4,4,6.4,3.0,90.6
Ac,2h,,,,,,0,8,8.2,1.6,90.2
2s,Td,5d,7c,Kd,Qc,8c,5,7,0.0,0.0,100.0
4h,9s,,,,,,0,2,23.4,3.2,73.4
3h,Js,5s,9d,Qd,4h,,4,8,0.4,0.0,99.6
7h,Th,Tc,3d,2s,3c,,4,2,56.2,5.4,38.4
2c,5h,,,,,,0,2,20.2,4.0,75.8
